,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,age
151,Denys,Minshall,0,30,1961-12-26,65,5,40000,N,1,14,7 Myrtle Lane,2324,0,Australia,8,0.78,0.9750000000000001,0.9750000000000001,0.9750000000000001,152,152,1.221875,21353.0
152,Archibald,Blessed,1,61,1969-02-10,177,2,1000,N,1,18,7795 Memorial Drive,2016,0,Australia,11,1.03,1.2875,1.609375,1.36796875,153,153,1.21875,18750.0
153,Feodor,Englishby,1,54,1961-08-14,0,3,1000,N,0,11,24695 Boyd Road,3201,2,Australia,5,0.65,0.65,0.65,0.5525,154,154,1.203125,21487.0
154,Skippie,Yearsley,1,6,1956-09-04,39,2,1000,N,0,9,95306 John Wall Avenue,4350,1,Australia,5,0.78,0.78,0.78,0.663,155,155,1.2,23292.0
155,Bill,,0,74,1963-04-24,84,6,1000,N,1,19,6704 Pine View Lane,2170,0,Australia,9,0.86,1.075,1.34375,1.1421875,155,155,1.2,20869.0
156,Tessa,Friese,0,89,1976-10-24,78,2,1000,N,0,21,98158 Alpine Point,4212,1,Australia,9,0.41,0.41,0.5125,0.4356249999999999,157,157,1.1953125,15937.0
157,Roseanne,Caruth,0,16,1957-05-25,116,3,1000,N,0,7,33652 Lyons Alley,2763,0,Australia,9,0.85,0.85,1.0625,0.903125,158,158,1.1875,23029.0
158,Tedra,Goodbanne,0,4,1978-01-15,143,9,1000,N,1,6,8 Debs Road,3934,2,Australia,9,0.55,0.6875,0.859375,0.73046875,158,158,1.1875,15489.0
159,Roberto,Harme,1,27,1951-06-11,65,9,20000,N,0,10,101 Starling Pass,2564,0,Australia,9,0.91,0.91,1.1375,1.1375,158,158,1.1875,25204.0
160,Nichole,Leisman,1,37,1986-08-07,74,6,40000,N,0,4,35151 Bunker Hill Crossing,2068,0,Australia,12,1.1,1.1,1.375,1.375,158,158,1.1875,12363.0
161,Amil,Ennor,0,23,1995-08-04,78,3,1000,N,1,10,2093 Amoth Pass,3109,2,Australia,11,0.48,0.6,0.75,0.6375,158,158,1.1875,9079.0
162,Shawna,Hinrichsen,0,60,1969-08-27,22,5,40000,N,1,9,57343 Eagan Avenue,2326,0,Australia,2,0.79,0.9875,0.9875,0.9875,163,163,1.18203125,18552.0
163,Fonsie,Levane,1,96,1951-07-10,4,9,20000,N,1,19,83 Armistice Terrace,4011,1,Australia,3,0.49,0.6125,0.765625,0.765625,163,163,1.18203125,25175.0
164,Emilie,Brody,0,3,1979-05-22,57,9,1000,N,1,3,5388 Burrows Alley,2073,0,Australia,11,0.77,0.9625,1.203125,1.02265625,163,163,1.18203125,14997.0
165,Robert,Corkill,1,55,1976-03-12,37,3,1000,N,0,4,5612 Toban Point,2227,0,Australia,10,0.47,0.47,0.5874999999999999,0.4993749999999999,166,166,1.175,16163.0
166,Elvira,Kurten,0,65,1973-03-18,22,2,20000,N,0,12,65 Ridge Oak Court,2471,0,Australia,3,1.05,1.05,1.05,1.05,166,166,1.175,17253.0
167,Juliana,Mitchenson,0,55,1989-01-05,65,5,1000,N,1,8,74 Russell Terrace,4350,1,Australia,4,0.63,0.7875,0.7875,0.6693749999999999,166,166,1.175,11481.0
168,Regine,Bownes,0,99,1952-07-01,140,7,40000,N,0,15,255 Loeprich Lane,3752,2,Australia,9,0.58,0.58,0.725,0.725,166,166,1.175,24818.0
169,Abner,Fraschetti,1,33,1986-01-23,159,0,40000,N,0,13,67 Northport Avenue,3805,2,Australia,7,0.82,0.82,0.82,0.82,166,166,1.175,12559.0
170,Alvira,Coulman,0,42,1955-06-05,3,9,40000,N,0,14,823 Wayridge Trail,2205,0,Australia,9,0.42,0.42,0.525,0.525,166,166,1.175,23749.0
171,Sawyer,Sponton,1,36,1956-02-22,82,6,1000,N,1,10,5 Golf Terrace,2126,0,Australia,11,0.89,1.1125,1.390625,1.18203125,166,166,1.175,23487.0
172,Feodor,Vickers,1,60,1989-11-18,176,2,1000,N,1,4,40809 Truax Way,2209,0,Australia,6,1.01,1.2625,1.2625,1.073125,173,173,1.171875,11164.0
173,Paten,Cayet,1,56,1995-02-19,20,5,40000,N,1,16,1398 Burning Wood Way,3850,2,Australia,1,1.0,1.25,1.25,1.25,174,174,1.16875,9245.0
174,Loria,Tappington,0,72,1955-09-06,131,6,1000,N,0,5,3920 Swallow Junction,3038,2,Australia,8,0.94,0.94,0.94,0.7989999999999999,174,174,1.16875,23656.0
175,Tanya,Kiefer,0,54,1992-07-05,154,8,20000,N,0,7,4 Warner Park,2146,0,Australia,9,0.93,0.93,1.1625,1.1625,174,174,1.16875,10204.0
176,Devonne,Alderwick,0,79,1939-01-29,132,9,20000,N,1,9,534 Lien Lane,3122,2,Australia,7,0.56,0.7000000000000001,0.7000000000000001,0.7000000000000001,177,177,1.1625,29720.0
177,Omero,McDonand,1,51,1952-04-01,146,5,1000,N,0,16,48 Shoshone Park,2066,0,Australia,9,0.72,0.72,0.8999999999999999,0.7649999999999999,177,177,1.1625,24909.0
178,Iain,Haversham,1,92,1950-12-26,138,7,1000,N,1,13,170 Briar Crest Place,2120,0,Australia,10,0.91,1.1375,1.421875,1.20859375,177,177,1.1625,25371.0
179,Keriann,Newham,0,71,1975-03-26,20,2,1000,N,0,5,0193 Northland Street,4179,1,Australia,9,0.99,0.99,1.2375,1.051875,177,177,1.1625,16515.0
180,Conroy,Rappaport,1,39,1965-01-08,20,3,20000,N,0,9,5219 Pearson Drive,2148,0,Australia,9,0.82,0.82,1.025,1.025,181,181,1.158125,20244.0
181,Dorian,Rustman,1,78,1974-12-09,90,5,1000,N,0,18,6156 Summit Center,4352,1,Australia,7,0.49,0.49,0.49,0.4165,181,181,1.158125,16622.0
182,Quillan,Guinane,1,36,1946-03-24,38,9,20000,N,1,21,803 Badeau Point,2177,0,Australia,8,0.65,0.8125,0.8125,0.8125,181,181,1.158125,27109.0
183,Harlin,Mazin,1,34,1974-03-25,40,5,1000,N,1,13,735 Westridge Road,2454,0,Australia,7,0.92,1.15,1.15,0.9775,181,181,1.158125,16881.0
184,Eustacia,Dornan,0,68,1985-09-02,5,6,1000,N,0,5,1190 Hanson Street,3806,2,Australia,9,0.48,0.48,0.6,0.51,181,181,1.158125,12702.0
185,Maury,Galego,1,65,1992-07-27,145,3,20000,N,1,3,370 Division Junction,3032,2,Australia,10,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,181,181,1.158125,10182.0
186,Reggie,Kernar,0,26,1971-11-28,141,2,20000,N,0,17,90 Northport Hill,2228,0,Australia,10,0.63,0.63,0.7875,0.7875,181,181,1.158125,17729.0
187,Brigitte,Whellams,0,67,1973-05-09,109,9,1000,N,1,17,77785 Veith Lane,2766,0,Australia,8,0.68,0.8500000000000001,0.8500000000000001,0.7225,188,188,1.15625,17201.0
188,Kinna,Kollasch,0,7,1986-11-09,134,6,20000,N,0,9,232 Knutson Park,4060,1,Australia,10,0.49,0.49,0.6125,0.6125,188,188,1.15625,12269.0
189,Maurizio,Comi,1,74,1996-05-30,175,4,40000,N,0,10,25805 Eagan Place,2766,0,Australia,9,0.77,0.77,0.9625,0.9625,190,190,1.15546875,8779.0
190,Elbertina,Fendley,0,32,1992-03-27,111,6,40000,N,0,8,743 Debra Court,2117,0,Australia,11,0.86,0.86,1.075,1.075,191,191,1.15,10304.0
191,Franklin,Wohler,1,55,1938-10-16,37,3,1000,N,1,7,6966 Delladonna Street,2250,0,Australia,8,0.91,1.1375,1.1375,0.9668749999999999,191,191,1.15,29825.0
192,Allyson,Petchell,0,16,1970-03-19,87,8,20000,N,0,10,98221 Pennsylvania Place,2170,0,Australia,8,1.09,1.09,1.09,1.09,191,191,1.15,18348.0
193,Ermentrude,Heindle,0,47,1969-08-02,70,0,1000,N,0,7,307 Knutson Center,2226,0,Australia,10,0.69,0.69,0.8624999999999999,0.7331249999999999,191,191,1.15,18577.0
194,Alanna,Lerway,0,26,1944-01-05,50,3,1000,N,1,11,593 Alpine Drive,3195,2,Australia,12,0.78,0.9750000000000001,1.21875,1.0359375,195,195,1.1475,27918.0
195,Vincent,Jopke,1,6,1972-03-10,18,6,40000,N,0,16,45788 Stang Plaza,3687,2,Australia,3,0.41,0.41,0.41,0.41,195,195,1.1475,17626.0
196,Mandie,Jeffryes,0,60,1981-02-16,33,9,20000,N,0,7,96515 Di Loreto Pass,4109,1,Australia,9,0.64,0.64,0.8,0.8,195,195,1.1475,14361.0
197,Collete,Dory,0,66,1990-01-09,88,9,20000,N,0,2,8625 Dakota Plaza,2210,0,Australia,9,0.81,0.81,1.0125,1.0125,195,195,1.1475,11112.0
198,Leonid,Dorricott,1,44,1993-11-18,65,9,40000,N,0,3,02 Hoffman Road,2448,0,Australia,3,0.46,0.46,0.46,0.46,195,195,1.1475,9703.0
199,Charlena,Berney,0,55,1966-01-02,72,5,20000,N,1,12,496 Logan Center,4207,1,Australia,4,0.53,0.6625000000000001,0.6625000000000001,0.6625000000000001,195,195,1.1475,19885.0
200,Alfonso,Massel,1,70,1940-12-05,184,9,1000,N,1,13,6065 Talisman Crossing,3977,2,Australia,7,0.66,0.8250000000000001,0.8250000000000001,0.70125,201,201,1.1421875,29044.0
201,Engracia,Dobbs,0,84,1959-04-19,184,3,1000,N,0,15,72 Eliot Place,2250,0,Australia,8,0.64,0.64,0.8,0.68,202,202,1.140625,22335.0
202,Glyn,,1,47,1945-02-13,71,5,40000,N,1,21,67 Bluejay Plaza,2300,0,Australia,9,1.08,1.35,1.6875,1.6875,202,202,1.140625,27513.0
203,Rosemonde,Cartwight,0,44,1952-10-20,19,7,1000,N,1,7,518 Paget Hill,4605,1,Australia,1,1.0,1.25,1.25,1.0625,202,202,1.140625,24707.0
204,Alano,Satchel,1,2,1998-11-26,126,9,1000,N,0,2,87107 Shelley Crossing,2429,0,Australia,7,1.07,1.07,1.07,0.9095,202,202,1.140625,7869.0
205,Corrine,Baribal,0,19,1948-10-12,144,9,40000,N,1,12,3 Mallory Circle,2170,0,Australia,8,0.7,0.875,0.875,0.875,206,206,1.1375,26176.0
206,Benoit,Harniman,1,31,1976-08-27,129,8,40000,N,0,9,1582 Bashford Drive,4018,1,Australia,7,0.54,0.54,0.54,0.54,206,206,1.1375,15995.0
207,Jeanne,Darte,0,70,1955-08-18,184,9,1000,N,1,11,3 Homewood Park,2756,0,Australia,7,0.64,0.8,0.8,0.68,206,206,1.1375,23675.0
208,Jenelle,Fearnill,0,12,1958-01-03,145,3,20000,N,0,19,06 Old Gate Park,2144,0,Australia,9,0.53,0.53,0.6625000000000001,0.6625000000000001,206,206,1.1375,22806.0
209,Tannie,Gambrell,1,92,1967-05-25,68,2,40000,N,0,4,49 Surrey Point,4710,1,Australia,4,1.08,1.08,1.35,1.35,206,206,1.1375,19377.0
210,Mick,Macewan,1,32,1967-12-12,139,2,1000,N,0,16,59254 Northland Alley,2032,0,Australia,10,0.92,0.92,1.15,0.9775,206,206,1.1375,19176.0
211,Abbie,Oldman,1,82,1983-11-26,184,3,20000,N,1,5,4 North Drive,2168,0,Australia,8,0.45,0.5625,0.703125,0.703125,212,212,1.136875,13348.0
212,Tabbie,Curner,1,12,1997-03-13,35,7,1000,N,0,6,89 Parkside Street,3021,2,Australia,6,0.41,0.41,0.41,0.3485,212,212,1.136875,8492.0
213,Shane,Killen,1,28,1956-10-16,1,1,20000,N,0,10,7 Hazelcrest Place,2165,0,Australia,8,0.68,0.68,0.68,0.68,212,212,1.136875,23250.0
214,Roberta,Goodale,0,9,1947-02-28,88,6,1000,N,1,22,013 David Junction,4211,1,Australia,7,0.63,0.7875,0.7875,0.6693749999999999,215,215,1.12890625,26768.0
215,Kippy,Barabisch,1,11,2000-04-07,91,5,1000,N,0,4,840 Graceland Street,2125,0,Australia,11,0.88,0.88,1.1,0.935,215,215,1.12890625,7371.0
216,Rosalinde,Cubuzzi,0,50,1997-09-04,33,9,1000,N,0,5,6 Lotheville Trail,2444,0,Australia,7,0.75,0.75,0.75,0.6375,215,215,1.12890625,8317.0
217,Cami,Barnbrook,0,8,1963-01-01,103,3,40000,N,1,18,890 Truax Lane,4285,1,Australia,2,0.51,0.6375,0.6375,0.6375,218,218,1.12625,20982.0
218,Dorian,Stollen,1,78,1980-02-16,160,2,1000,N,1,18,72922 Cambridge Terrace,2026,0,Australia,11,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,219,219,1.125,14727.0
219,Hunfredo,Hayball,1,7,1994-04-15,184,4,40000,N,0,3,60461 Esch Avenue,2227,0,Australia,8,0.75,0.75,0.75,0.75,219,219,1.125,9555.0
220,Giorgi,O'Shirine,1,68,1981-06-20,109,7,1000,N,1,15,6 Novick Alley,3934,2,Australia,8,1.09,1.3625,1.3625,1.158125,219,219,1.125,14237.0
221,Kort,Disley,1,66,1979-02-05,172,3,1000,N,1,7,76 Donald Trail,2160,0,Australia,9,0.76,0.95,1.1875,1.009375,219,219,1.125,15103.0
222,Gretna,Thredder,0,62,1966-01-08,184,9,1000,N,0,18,1607 Westridge Drive,2203,0,Australia,11,0.89,0.89,1.1125,0.945625,223,223,1.115625,19879.0
223,Tobiah,Heinsius,1,66,2000-01-25,35,3,20000,N,0,9,3630 Dawn Crossing,2446,0,Australia,8,0.44,0.44,0.44,0.44,223,223,1.115625,7444.0
224,Wallace,Newart,1,91,1977-12-06,184,4,1000,N,0,17,29007 Dapin Street,4650,1,Australia,1,0.68,0.68,0.8500000000000001,0.7225,223,223,1.115625,15529.0
225,Hersh,Stubbert,1,0,2000-06-25,172,5,1000,N,1,15,68 Fairfield Street,4115,1,Australia,8,1.04,1.3,1.3,1.105,226,226,1.1125,7292.0
226,Hatti,Carletti,2,35,,91,4,40000,N,1,11,6 Iowa Center,2519,0,Australia,9,0.92,1.15,1.4375,1.4375,226,226,1.1125,17950.413021363172
227,Wyn,Saynor,1,54,1964-06-22,44,2,20000,N,0,8,5 Briar Crest Road,2099,0,Australia,9,1.06,1.06,1.325,1.325,226,226,1.1125,20444.0
228,Maribeth,Stivani,0,46,1954-11-13,23,2,1000,N,0,7,945 Bobwhite Court,2430,0,Australia,8,1.07,1.07,1.07,0.9095,226,226,1.1125,23953.0
229,Abigale,Sives,0,48,1963-12-13,174,3,40000,N,1,14,2 Glendale Center,4207,1,Australia,4,1.07,1.3375,1.3375,1.3375,230,230,1.109375,20636.0
230,Gothart,Artus,1,52,1978-05-31,80,3,1000,N,1,14,21824 Northridge Alley,2117,0,Australia,10,0.58,0.725,0.90625,0.7703125,231,231,1.105,15353.0
231,Danny,Bodle,1,50,1943-09-24,160,5,1000,N,1,18,68 Anthes Park,2007,0,Australia,9,0.4,0.5,0.625,0.53125,231,231,1.105,28021.0
232,Vittorio,Boxen,1,94,1965-08-15,95,9,1000,N,0,14,3 Anthes Court,2148,0,Australia,9,0.58,0.58,0.725,0.61625,233,233,1.1,20025.0
233,Deborah,Petrovsky,0,53,1943-07-14,171,6,1000,N,0,16,036 Redwing Street,2011,0,Australia,7,0.73,0.73,0.73,0.6204999999999999,233,233,1.1,28093.0
234,Agace,Hedge,0,25,1997-07-23,97,9,1000,N,1,13,92 Petterle Place,3429,2,Australia,8,0.51,0.6375,0.6375,0.541875,233,233,1.1,8360.0
235,Rolland,Esmead,1,41,1940-07-13,184,3,40000,N,0,8,72008 7th Avenue,2200,0,Australia,8,0.93,0.93,0.93,0.93,233,233,1.1,29189.0
236,Latrena,Walklate,0,97,1943-10-05,95,8,20000,N,1,13,87 Sheridan Junction,2281,0,Australia,8,1.08,1.35,1.6875,1.6875,237,237,1.094375,28010.0
237,Mariquilla,Springthorpe,0,30,1939-04-04,57,9,1000,N,1,8,811 Melrose Park,2224,0,Australia,10,0.67,0.8375,1.046875,0.8898437499999999,237,237,1.094375,29655.0
238,Leticia,Danovich,0,84,1941-10-02,51,1,1000,N,1,15,2 Logan Avenue,4307,1,Australia,1,1.03,1.2875,1.609375,1.36796875,237,237,1.094375,28743.0
239,Harman,Lynds,1,4,1961-05-27,113,9,1000,N,1,5,538 Gina Way,4105,1,Australia,8,0.85,1.0625,1.0625,0.903125,240,240,1.09,21566.0
240,Farra,Matyushkin,0,18,1974-01-24,176,5,20000,N,1,9,52761 Portage Crossing,3170,2,Australia,9,0.79,0.9875,1.234375,1.234375,241,241,1.0875,16941.0
241,Robenia,Monks,0,94,1959-05-08,102,5,1000,N,0,5,8 Fieldstone Street,4065,1,Australia,9,0.6,0.6,0.75,0.6375,241,241,1.0875,22316.0
242,Roman,Eastwood,1,57,1969-09-21,23,5,40000,N,1,16,8957 Anhalt Alley,3004,2,Australia,4,1.04,1.3,1.3,1.3,241,241,1.0875,18527.0
243,Solomon,Bruck,1,29,1957-11-15,90,3,1000,N,0,12,5 High Crossing Junction,4556,1,Australia,8,0.94,0.94,0.94,0.7989999999999999,244,244,1.08375,22855.0
244,Krystyna,Airey,0,2,1950-09-05,135,9,1000,N,1,19,75760 Toban Junction,4006,1,Australia,5,0.98,1.225,1.225,1.04125,244,244,1.08375,25483.0
245,Katharine,Redbourn,0,8,1967-09-11,125,5,40000,N,1,4,178 Waxwing Trail,3134,2,Australia,10,0.76,0.95,1.1875,1.1875,244,244,1.08375,19268.0
246,Cammy,Stoneham,0,74,1963-05-02,33,2,20000,N,0,14,8648 Green Alley,4680,1,Australia,3,1.05,1.05,1.05,1.05,244,244,1.08375,20861.0
247,Ellsworth,Andrieux,1,49,1971-04-26,139,2,40000,N,1,10,08912 Carberry Place,4036,1,Australia,7,0.82,1.025,1.025,1.025,248,248,1.078125,17945.0
248,Federico,Leuty,1,59,1978-12-11,112,6,20000,N,1,11,720 Menomonie Crossing,2380,0,Australia,4,0.7,0.875,0.875,0.875,249,249,1.07578125,15159.0
249,Ferdy,Hornung,1,57,1974-05-14,18,1,20000,N,0,18,0686 Hallows Trail,4506,1,Australia,3,0.77,0.77,0.77,0.77,250,250,1.075,16831.0
250,Sunny,Christescu,0,90,1975-03-12,44,2,1000,N,0,11,6668 Blue Bill Park Plaza,2209,0,Australia,10,0.51,0.51,0.6375,0.541875,250,250,1.075,16529.0
251,Shadow,Yakutin,1,85,1967-02-03,153,3,40000,N,1,6,06 Dwight Park,4119,1,Australia,2,0.94,1.175,1.46875,1.46875,252,252,1.073125,19488.0
252,Sharai,Priddie,0,13,1961-01-16,138,7,1000,N,0,9,5202 Crowley Place,2145,0,Australia,9,0.89,0.89,1.1125,0.945625,252,252,1.073125,21697.0
253,Celeste,Fretson,0,91,1980-09-16,112,4,1000,N,0,9,14709 Portage Avenue,2166,0,Australia,9,0.94,0.94,1.175,0.9987499999999998,252,252,1.073125,14514.0
254,Lea,Ilyinski,0,75,1997-09-25,164,2,20000,N,0,12,895 Glendale Park,2026,0,Australia,12,0.53,0.53,0.6625000000000001,0.6625000000000001,252,252,1.073125,8296.0
255,Dyann,Olechnowicz,0,17,1939-07-17,100,5,1000,N,0,16,0474 Bowman Hill,3031,2,Australia,10,0.62,0.62,0.775,0.65875,252,252,1.073125,29551.0
256,Delly,Sunman,0,49,1959-04-11,0,7,1000,N,0,15,652 Fuller Terrace,3206,2,Australia,12,0.43,0.43,0.5375,0.456875,252,252,1.073125,22343.0
257,Malvin,Ryhorovich,1,37,1962-03-03,123,9,1000,N,0,5,5356 Sugar Plaza,4818,1,Australia,3,0.55,0.55,0.55,0.4675,252,252,1.073125,21286.0
258,Tanya,Hamberston,0,45,2000-09-25,112,9,1000,N,1,9,7 Schiller Point,4113,1,Australia,6,0.96,1.2,1.2,1.02,259,259,1.0625,7200.0
259,Kaela,Romaines,0,41,1971-11-27,72,5,20000,N,0,19,9193 Prairieview Drive,2155,0,Australia,10,0.68,0.68,0.8500000000000001,0.8500000000000001,259,259,1.0625,17730.0
260,Evonne,Bembridge,0,9,1969-07-06,126,7,1000,N,1,14,13272 Basil Avenue,3103,2,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,259,259,1.0625,18604.0
261,Shannen,Lewin,0,21,1991-06-07,18,0,20000,N,0,6,29 Aberg Crossing,4210,1,Australia,6,0.86,0.86,0.86,0.86,259,259,1.0625,10598.0
262,Bogey,Attew,1,88,1992-11-18,148,4,1000,N,1,10,4 Monterey Road,4165,1,Australia,9,0.64,0.8,1.0,0.85,259,259,1.0625,10068.0
263,Zondra,Ringham,0,36,1948-01-13,44,2,1000,N,1,7,416 Lighthouse Bay Lane,4510,1,Australia,5,0.46,0.5750000000000001,0.5750000000000001,0.48875,259,259,1.0625,26449.0
264,Barnebas,Apfel,1,57,1996-02-19,1,5,40000,N,1,2,05475 Elgar Place,4000,1,Australia,6,0.5,0.625,0.625,0.625,259,259,1.0625,8880.0
265,Alleen,Eaken,0,56,1938-08-31,184,9,1000,N,0,10,343 Lakewood Center,2089,0,Australia,12,0.64,0.64,0.8,0.68,259,259,1.0625,29871.0
266,Gerri,Schimann,0,81,1969-11-17,52,6,1000,N,1,18,47 Kim Terrace,2566,0,Australia,8,0.6,0.75,0.9375,0.796875,259,259,1.0625,18470.0
267,Antonietta,Egle,0,82,1973-09-25,14,2,1000,N,0,7,590 Hagan Parkway,3805,2,Australia,7,1.02,1.02,1.275,1.08375,259,259,1.0625,17062.0
268,Raff,Waycott,1,70,1951-12-16,63,5,40000,N,1,14,94694 Eagle Crest Terrace,3977,2,Australia,7,0.54,0.675,0.675,0.675,259,259,1.0625,25016.0
269,Lark,Gonet,0,89,1972-01-17,47,3,20000,N,0,8,261 Orin Center,2763,0,Australia,8,0.58,0.58,0.725,0.725,259,259,1.0625,17679.0
270,Cletis,Longley,1,84,1996-07-01,34,5,20000,N,1,1,667 Waxwing Plaza,3199,2,Australia,7,0.72,0.8999999999999999,1.125,1.125,271,271,1.06,8747.0
271,Bartram,Di Lucia,1,70,1961-01-03,184,0,1000,N,1,5,83509 Delaware Street,2480,0,Australia,3,1.08,1.35,1.35,1.1475,271,271,1.06,21710.0
272,Theresa,Cowper,0,99,1976-08-24,8,5,1000,N,0,3,88 Mifflin Pass,2529,0,Australia,10,0.51,0.51,0.6375,0.541875,271,271,1.06,15998.0
273,Philbert,Raraty,1,48,1956-06-28,66,5,1000,N,0,6,10 Dexter Park,2177,0,Australia,9,0.7,0.7,0.875,0.74375,274,274,1.051875,23360.0
274,Egon,Ortells,1,35,1976-06-11,165,5,40000,N,0,13,3 Sundown Hill,2168,0,Australia,9,0.73,0.73,0.9125,0.9125,274,274,1.051875,16072.0
275,Dahlia,Shovlar,0,90,1966-03-07,64,9,40000,N,1,7,655 Glendale Trail,3976,2,Australia,3,0.62,0.775,0.96875,0.96875,274,274,1.051875,19821.0
276,Timi,Duny,0,70,1953-03-12,105,8,20000,N,0,6,39192 Glendale Alley,2092,0,Australia,12,0.85,0.85,1.0625,1.0625,274,274,1.051875,24564.0
277,Dominick,Asher,1,50,1962-10-06,132,3,40000,N,1,5,7307 Lake View Crossing,3804,2,Australia,9,0.83,1.0375,1.296875,1.296875,278,278,1.05,21069.0
278,Raye,Roo,0,64,1976-03-07,46,2,1000,N,1,16,1199 Express Plaza,3046,2,Australia,9,1.08,1.35,1.6875,1.434375,278,278,1.05,16168.0
279,Becka,Hacon,0,81,1965-07-03,71,2,40000,N,0,17,1 Namekagon Point,3791,2,Australia,9,0.65,0.65,0.8125,0.8125,278,278,1.05,20068.0
280,Cirillo,Frossell,1,7,1968-10-14,76,9,1000,N,0,6,602 Meadow Vale Lane,2111,0,Australia,12,0.9,0.9,1.125,0.9562499999999999,278,278,1.05,18869.0
281,Verla,Dumingos,0,26,1971-09-18,51,8,1000,N,1,10,6784 Spohn Alley,3021,2,Australia,8,0.78,0.9750000000000001,0.9750000000000001,0.8287500000000001,282,282,1.04921875,17800.0
282,Sherrie,Godleman,0,37,1978-04-02,23,5,1000,N,0,19,67 Shelley Crossing,3350,2,Australia,2,1.02,1.02,1.02,0.867,282,282,1.04921875,15412.0
283,Dexter,Shutle,1,81,1959-01-05,123,9,1000,N,0,17,07 Dayton Court,4005,1,Australia,7,0.91,0.91,1.1375,0.9668749999999999,284,284,1.046875,22439.0
284,Konstanze,Hovie,0,88,1967-01-09,110,3,1000,N,0,11,351 Sunfield Lane,4370,1,Australia,7,1.07,1.07,1.3375,1.136875,285,285,1.04125,19513.0
285,Bink,Bentje,1,3,1957-03-23,109,2,20000,N,1,19,8427 Moulton Place,2680,0,Australia,3,0.82,1.025,1.025,1.025,285,285,1.04125,23092.0
286,Taber,Szymon,1,70,1947-04-22,144,0,40000,N,0,13,984 Del Sol Junction,4659,1,Australia,8,1.03,1.03,1.03,1.03,287,287,1.04,26715.0
287,Debbi,Dannatt,0,2,1958-12-28,172,9,40000,N,0,6,3 Pepper Wood Hill,4218,1,Australia,10,0.49,0.49,0.6125,0.6125,287,287,1.04,22447.0
288,Giana,Staresmeare,0,96,1976-04-20,5,7,40000,N,1,9,8737 Scoville Center,2770,0,Australia,7,0.92,1.15,1.4375,1.4375,289,289,1.0375,16124.0
289,Morton,Petkens,1,50,1990-11-13,0,5,20000,N,1,10,385 Montana Place,3012,2,Australia,1,1.04,1.3,1.3,1.3,289,289,1.0375,10804.0
290,Vittoria,Whitney,0,95,1981-06-03,128,9,20000,N,0,12,3 Surrey Court,2019,0,Australia,11,1.07,1.07,1.3375,1.3375,291,291,1.0359375,14254.0
291,Paquito,Atwood,1,15,1972-07-30,100,5,40000,N,0,9,2 Magdeline Street,3199,2,Australia,8,0.86,0.86,0.86,0.86,291,291,1.0359375,17484.0
292,Dimitri,Tribbeck,1,89,1958-12-07,35,9,40000,N,0,20,93235 Hoard Trail,3165,2,Australia,6,0.73,0.73,0.9125,0.9125,291,291,1.0359375,22468.0
293,Shelli,Bartholomaus,0,88,1963-05-11,23,3,1000,N,1,6,356 Carberry Avenue,3082,2,Australia,7,0.44,0.55,0.6875,0.584375,291,291,1.0359375,20852.0
294,Kermit,Lebond,1,36,1980-02-01,67,2,1000,N,0,4,71 Ludington Center,4208,1,Australia,8,0.41,0.41,0.41,0.3485,295,295,1.03125,14742.0
295,Biddie,Gorce,0,68,1988-01-30,142,2,1000,N,1,5,2116 Continental Terrace,2795,0,Australia,7,0.67,0.8375,0.8375,0.711875,295,295,1.03125,11822.0
296,Rupert,Marrow,1,73,1970-08-08,184,6,20000,N,0,19,2 7th Way,2760,0,Australia,8,0.82,0.82,0.82,0.82,297,297,1.030625,18206.0
297,Geoff,Sitford,1,97,1965-02-27,1,2,1000,N,1,4,7 Elgar Road,2148,0,Australia,8,1.0,1.25,1.5625,1.328125,297,297,1.030625,20194.0
298,Ange,Chitham,0,91,1991-02-14,184,0,1000,N,0,10,00003 Hoffman Pass,2560,0,Australia,8,0.72,0.72,0.8999999999999999,0.7649999999999999,297,297,1.030625,10711.0
299,Tiphanie,Blackader,0,59,1947-10-08,111,7,1000,N,0,17,71 Stone Corner Avenue,2007,0,Australia,11,0.8,0.8,1.0,0.85,297,297,1.030625,26546.0
300,Zollie,Crinidge,1,39,1988-01-10,166,7,1000,N,1,10,0 Esker Avenue,4019,1,Australia,5,0.62,0.775,0.775,0.65875,297,297,1.030625,11842.0
301,Daisy,Pollen,0,97,1993-08-09,44,2,1000,N,0,7,61825 Debs Terrace,3167,2,Australia,9,0.66,0.66,0.8250000000000001,0.70125,302,302,1.03,9804.0
302,Emelen,Bidnall,1,79,1981-08-05,169,3,40000,N,1,11,11 Oak Terrace,2026,0,Australia,12,0.62,0.775,0.96875,0.96875,302,302,1.03,14191.0
303,Linette,Boman,0,56,1949-05-20,1,9,40000,N,0,11,7 Michigan Hill,2076,0,Australia,11,0.6,0.6,0.75,0.75,304,304,1.025,25956.0
