,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,sum,address,postcode,state,country,property_valuation,age
927,934,Marcellus,Louisot,1,76,1996-01-22,93,5,1000,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,0,6.0,9379.599999999999,4 Eastlawn Crossing,2036,0,Australia,12,8908.0
928,935,Aldin,Cracker,1,76,1994-09-12,100,9,1000,N,1,1,3.0,8652.220000000001,33 Farwell Crossing,2575,0,Australia,10,9405.0
929,936,Raffaello,Godleman,1,64,1988-05-16,163,3,20000,N,ð,0,3.0,17160.24,5 Reindahl Point,3400,2,Australia,2,11715.0
930,937,Nikolos,McKyrrelly,1,65,1985-11-15,92,5,40000,N,"""'",0,15.0,4550.33,8882 Valley Edge Junction,2145,0,Australia,8,12628.0
931,938,Corabelle,,0,18,1996-04-06,181,7,1000,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,0,7.0,7675.220000000001,633 Cordelia Alley,3037,2,Australia,7,8833.0
932,939,Cristian,Theodoris,1,53,1961-01-10,119,5,1000,N,1;DROP TABLE users,0,6.0,5121.02,32 Dennis Hill,2233,0,Australia,9,21703.0
933,940,Marnia,Claesens,0,3,1987-06-16,19,5,1000,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,0,9.0,6172.42,54905 Anniversary Pass,4570,1,Australia,2,12050.0
934,941,Tye,Doohan,1,13,1995-02-02,133,2,40000,N,á,1,1.0,17898.46,5 Gale Street,4507,1,Australia,8,9262.0
935,942,Shirley,Brook,0,31,1974-02-07,62,2,1000,N,1,1,14.0,4111.12,5413 Burning Wood Plaza,4220,1,Australia,8,16927.0
936,943,Holly,Gamett,1,94,1979-09-17,97,6,40000,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,1,15.0,9442.1,6183 Morrow Court,2113,0,Australia,11,14879.0
937,944,Anderea,Dallewater,0,53,1976-01-12,195,5,1000,N,1/0,0,15.0,4915.05,9 Colorado Trail,3799,2,Australia,3,16223.0
938,945,Hebert,Bernocchi,1,59,1998-08-26,93,9,20000,N,â°â´âµâââ,1,1.0,9247.25,627 Ronald Regan Alley,4505,1,Australia,6,7961.0
939,946,Bettina,Farrer,0,16,1961-07-17,139,5,20000,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,0,12.0,10866.75,93446 Eagle Crest Plaza,2229,0,Australia,10,21515.0
940,947,Hyacinth,Naldrett,0,43,1986-03-10,117,3,1000,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,0,10.0,6685.68,9 Clyde Gallagher Plaza,3021,2,Australia,7,12513.0
941,948,Yardley,Argo,1,19,1969-08-09,133,9,40000,N,,0,10.0,3541.5999999999995,56709 Petterle Street,2443,0,Australia,6,18570.0
942,949,Jarid,Grebner,1,18,1975-09-07,71,3,1000,N,â°â´âµâââ,1,3.0,6945.27,221 Coolidge Parkway,2010,0,Australia,9,16350.0
943,950,Bret,Ivakhnov,2,24,,132,4,20000,N,,1,,8329.7,33564 Jana Court,4218,1,Australia,5,15625.47963668327
944,951,Meryl,Dumbar,1,44,1999-09-29,23,1,1000,N,ì¸ëë°í ë¥´,0,1.0,4934.83,7 Starling Crossing,2570,0,Australia,9,7562.0
945,952,Marina,Andresen,0,34,1971-06-13,186,2,40000,N,,1,6.0,6239.169999999999,283 Ryan Street,3752,2,Australia,7,17897.0
946,953,Jasmin,Brodeur,0,16,1979-05-23,195,9,1000,N,ã,0,7.0,10996.000000000002,97 Aberg Pass,4720,1,Australia,1,14996.0
947,954,Alain,Immins,1,76,1995-02-28,185,5,1000,N,ï½ï½¨(Â´âï½â©,1,7.0,5686.31,0 Menomonie Avenue,3177,2,Australia,6,9236.0
948,955,Teresina,Gibbie,0,78,1989-10-01,140,3,1000,N,â,1,9.0,3915.94,20 Carpenter Parkway,2192,0,Australia,9,11212.0
949,956,Ezechiel,Pettecrew,1,19,1960-09-26,106,5,1000,N,1,1,9.0,3675.74,14796 Ramsey Street,2069,0,Australia,12,21809.0
950,957,Jamima,Gannan,0,80,1994-08-20,26,5,40000,N,2018-02-01 00:00:00,1,7.0,4868.3,1346 Forest Dale Point,3111,2,Australia,10,9428.0
951,958,Kristofor,Saulter,1,15,1964-01-14,33,3,20000,N,1,0,18.0,5470.13,217 Meadow Vale Point,2023,0,Australia,12,20604.0
952,959,Katharina,Jennins,0,3,1986-10-26,168,9,40000,N,1;DROP TABLE users,1,21.0,5701.849999999999,341 Saint Paul Lane,2033,0,Australia,9,12283.0
953,960,Lannie,Crumley,1,1,1968-10-10,75,3,1000,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,1,12.0,5971.35,7823 Village Green Park,3030,2,Australia,8,18873.0
954,961,Rosamund,Shelton,0,73,1986-08-10,22,2,1000,N,â¢,0,6.0,4158.360000000001,382 Dayton Lane,2148,0,Australia,8,12360.0
955,962,Granger,Tuftin,1,49,1977-09-07,184,9,20000,N,ï»¿,1,17.0,5930.27,4 Kennedy Trail,3147,2,Australia,8,15619.0
956,963,Valery,Haresign,0,56,1968-07-28,34,9,20000,N,â¦testâ§,1,16.0,12068.12,4364 Gale Park,2196,0,Australia,10,18947.0
957,964,Rhetta,Grellier,0,35,1994-01-24,24,2,20000,N,1;DROP TABLE users,0,6.0,4224.59,2379 Dorton Pass,2089,0,Australia,12,9636.0
958,965,Meggie,Whitchurch,0,86,1997-06-18,174,7,20000,N,,1,5.0,5232.650000000001,5 Hintze Hill,2641,0,Australia,1,8395.0
959,966,Krystyna,Linning,0,70,1978-11-05,163,7,20000,N,á,1,5.0,1885.6100000000001,58 High Crossing Place,4212,1,Australia,10,15195.0
960,967,April,Causon,0,44,1999-10-04,145,5,40000,N,â¢,1,1.0,5974.77,1 Ridgeway Court,3241,2,Australia,5,7557.0
961,968,Wayne,Woodfin,1,96,1955-06-16,9,4,20000,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,1,16.0,10289.749999999998,00 Park Meadow Terrace,2450,0,Australia,6,23738.0
962,969,Jo,Mallinar,0,20,1978-09-19,86,3,20000,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,1,18.0,6968.38,29419 Harper Circle,4209,1,Australia,5,15242.0
963,970,Kellyann,Hawton,0,2,1980-06-26,182,2,20000,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,1,14.0,6237.67,1601 Judy Drive,2026,0,Australia,10,14596.0
964,971,Sarge,Lerohan,1,11,1988-10-25,78,5,20000,N,ã»(ï¿£âï¿£)ã»:*:,0,22.0,5862.57,7628 Larry Trail,3428,2,Australia,7,11553.0
965,972,Dena,Crewdson,0,81,1981-07-23,129,7,1000,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",1,10.0,3318.8099999999995,004 Lawn Trail,4227,1,Australia,5,14204.0
966,973,Annabella,Hebron,0,46,1979-08-02,50,3,20000,N,-100,0,15.0,12724.26,42 Dahle Parkway,3806,2,Australia,7,14925.0
967,974,Mellicent,Dollin,0,92,1991-06-07,18,9,1000,N,../../../../../../../../../../../etc/hosts,1,4.0,6929.71,1472 Meadow Vale Lane,4034,1,Australia,7,10598.0
968,975,Goldarina,Rzehorz,2,26,,29,4,1000,N,,0,,9499.82,95 Old Gate Junction,2760,0,Australia,8,15625.47963668327
969,976,Andonis,Slimmon,1,10,1971-10-21,82,2,40000,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",0,10.0,6710.56,55 Fairfield Court,3175,2,Australia,8,17767.0
970,977,Olga,Dyke,0,65,1959-11-30,166,9,20000,N,ð¾ ð ð ð ð ð ð ð,1,13.0,5149.34,92 Bunker Hill Trail,2558,0,Australia,7,22110.0
971,978,Erena,Escalero,0,40,1982-01-31,108,9,20000,N,â°â´âµâââ,0,15.0,4373.97,1 Boyd Junction,2460,0,Australia,1,14012.0
972,979,Kayla,Falkingham,0,42,1959-12-25,34,5,20000,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,0,12.0,7486.820000000001,938 Monica Park,3173,2,Australia,9,22085.0
973,980,Max,Gronaver,0,19,1978-01-23,134,3,1000,N,â,0,8.0,6299.04,26204 Monument Alley,2289,0,Australia,8,15481.0
974,981,Bud,Smittoune,1,0,1973-02-19,195,7,1000,N,1,0,11.0,9042.05,36 Grayhawk Plaza,2031,0,Australia,9,17280.0
975,982,Tibold,Bonwell,1,14,1960-02-12,80,3,20000,N,â«testâ«,1,6.0,2794.75,8276 Hudson Trail,2250,0,Australia,6,22036.0
976,983,Shaylyn,Riggs,2,49,,195,4,40000,N,,0,,9637.26,3638 Starling Alley,2027,0,Australia,11,15625.47963668327
977,984,Luciano,Weddup,1,89,1954-03-25,125,5,40000,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,0,16.0,6208.719999999999,7380 Canary Pass,3111,2,Australia,7,24186.0
978,985,Aryn,O'Halloran,0,29,1970-09-30,87,7,20000,N,ì¬íê³¼íì ì´íì°êµ¬ì,0,15.0,5554.1900000000005,9 Debs Trail,4500,1,Australia,4,18153.0
979,986,Barnard,Stranks,1,3,1994-10-05,110,5,1000,N,â«testâ«,1,8.0,8673.32,82 Shasta Drive,4825,1,Australia,3,9382.0
980,987,Lars,Keher,1,89,1974-08-29,147,2,40000,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,1,11.0,8979.65,9 Goodland Center,4213,1,Australia,9,16724.0
981,988,Andree,Simonato,0,35,1981-01-15,62,5,20000,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,0,7.0,769.14,4 Amoth Trail,4161,1,Australia,6,14393.0
982,989,Caralie,Morfett,0,43,1982-05-24,129,2,1000,N,,0,17.0,6782.12,730 Butternut Trail,4018,1,Australia,4,13899.0
983,990,Melissa,Purple,0,56,1976-04-13,19,5,1000,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,1,14.0,8441.6,21780 Service Park,2560,0,Australia,7,16131.0
984,991,Lenna,Coales,0,11,1991-11-29,73,2,1000,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",1,10.0,7774.3,00745 Huxley Center,3757,2,Australia,9,10423.0
985,992,Cordelia,Hawkeswood,0,6,1958-11-25,195,6,1000,N,é¨è½æ ¼,1,8.0,2986.45,45 Hazelcrest Junction,3073,2,Australia,9,22480.0
986,993,Reine,Semken,0,71,1977-02-18,0,0,20000,N,/dev/null; touch /tmp/blns.fail ; echo,0,17.0,8086.79,84019 Porter Trail,2871,0,Australia,3,15820.0
987,994,Rhetta,Kupker,0,62,1977-11-14,98,1,40000,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,1,5.0,3901.01,64211 Laurel Alley,3141,2,Australia,10,15551.0
988,995,Urbano,Mews,1,16,1965-11-12,94,3,1000,N,ì¬íê³¼íì ì´íì°êµ¬ì,1,19.0,9379.04,31369 Meadow Valley Road,4034,1,Australia,5,19936.0
989,996,Aura,Bemlott,2,67,,22,4,1000,N,,1,,7713.160000000001,8298 Texas Alley,2194,0,Australia,10,15625.47963668327
990,997,Ambros,Kernes,1,30,1981-07-03,180,8,1000,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,1,13.0,6397.73,1 Continental Center,2146,0,Australia,9,14224.0
991,998,Petunia,Dufton,0,66,1965-12-13,163,5,40000,N,-100,1,5.0,1565.5500000000002,0465 Melrose Alley,2768,0,Australia,9,19905.0
992,999,Dido,Leyburn,0,12,1988-04-10,133,9,20000,N,â¡,0,4.0,14662.139999999998,5357 Mcguire Plaza,3073,2,Australia,9,11751.0
993,1000,Paulie,Castelot,0,44,1978-08-07,44,2,1000,N,,0,11.0,10183.7,4757 Texas Trail,3136,2,Australia,9,15285.0
994,1001,Finley,Vost,1,63,1979-08-27,132,7,1000,N,,0,14.0,6233.509999999999,27 Sunfield Center,4869,1,Australia,3,14900.0
995,1002,Pacorro,De Clairmont,1,65,1978-08-30,38,9,1000,N,ð©ð½,1,18.0,5038.32,656 Bartelt Parkway,3127,2,Australia,12,15262.0
996,1003,Mariann,O'Geaney,0,35,1968-02-03,115,2,20000,N,â¦testâ§,0,18.0,9111.19,610 Lakewood Gardens Point,4078,1,Australia,7,19123.0
997,1004,Colas,Pumfrett,1,35,1975-07-09,38,4,20000,N,1,0,22.0,8437.869999999999,61 Lukken Plaza,3182,2,Australia,6,16410.0
998,1005,Kalila,Birtwistle,0,94,1967-09-15,56,4,20000,N,ã,1,8.0,7863.759999999999,67 Holmberg Way,2165,0,Australia,9,19264.0
999,1006,Norbert,Gotcher,1,15,1977-08-10,130,8,40000,N,NIL,1,19.0,9481.25,3383 Fair Oaks Circle,3046,2,Australia,8,15647.0
1000,1007,Cord,Warriner,1,58,1996-06-08,195,7,1000,N,<script>alert('hi')</script>,0,5.0,8532.46,2 Vermont Avenue,2066,0,Australia,12,8770.0
1001,1008,Lorry,Booley,0,47,1975-11-10,180,9,1000,N,1,0,21.0,5409.6900000000005,486 Atwood Pass,2065,0,Australia,12,16286.0
1002,1009,Nolie,Orring,0,16,1957-05-09,139,5,20000,N,â,1,13.0,5787.36,05 Loftsgordon Pass,4380,1,Australia,9,23045.0
1003,1010,Leighton,Ebbles,1,24,1963-01-26,107,2,40000,N,ì¬íê³¼íì ì´íì°êµ¬ì,0,17.0,2816.75,570 Butternut Pass,2340,0,Australia,4,20957.0
1004,1011,Cymbre,Janos,0,42,1985-07-19,109,3,20000,N,"''''""",1,10.0,3940.1800000000003,63 Grayhawk Pass,2769,0,Australia,9,12747.0
1005,1012,Anna-diane,Preddle,0,20,1955-05-20,161,9,20000,N,/dev/null; touch /tmp/blns.fail ; echo,1,11.0,5094.62,44594 5th Street,4220,1,Australia,9,23765.0
1006,1013,Corissa,Zienkiewicz,0,53,1976-09-06,118,7,20000,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,0,17.0,7207.57,495 Elmside Drive,2179,0,Australia,8,15985.0
1007,1014,Miller,Faloon,1,60,1960-10-14,148,6,1000,N,-1,1,8.0,6269.75,9 Macpherson Avenue,2527,0,Australia,8,21791.0
1008,1015,Toiboid,Sorrel,1,7,1955-04-01,191,3,1000,N,,0,17.0,7096.789999999999,738 Division Street,3024,2,Australia,8,23814.0
1009,1016,Adrian,Prettyjohns,1,0,1959-08-12,97,4,1000,N,1,1,17.0,5697.799999999999,5 Sheridan Circle,3934,2,Australia,11,22220.0
1010,1017,Jacquenette,Pluthero,0,88,1979-01-09,23,1,20000,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,0,16.0,5234.68,42 Lunder Drive,2027,0,Australia,11,15130.0
1011,1018,Matthiew,Ferreras,1,1,1994-11-27,87,5,1000,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,1,7.0,6164.88,3 Hayes Court,3109,2,Australia,10,9329.0
1012,1019,Ignazio,Milby,1,42,1973-11-19,90,5,1000,N,!@#$%^&*(),1,14.0,5805.35,711 Sachtjen Point,2540,0,Australia,8,17007.0
1013,1020,Natala,Thorndale,0,29,1975-11-10,195,4,40000,N,1,0,13.0,4075.21,16395 Nevada Lane,2145,0,Australia,10,16286.0
1014,1021,Elvis,Rixon,1,16,1977-10-02,101,7,20000,N,-100,0,7.0,9624.449999999999,0996 Cody Terrace,2761,0,Australia,8,15594.0
1015,1022,Suzann,Wilks,0,56,1990-03-04,22,2,40000,N,â,1,14.0,8161.4,80424 Corben Alley,2136,0,Australia,10,11058.0
1016,1023,Iseabal,Fullbrook,0,16,1991-07-23,195,2,40000,N,2018-02-01 00:00:00,1,6.0,1579.3899999999999,37208 Golf View Terrace,2145,0,Australia,8,10552.0
1017,1024,Rhodia,D'Onise,0,17,1992-06-05,153,3,20000,N,,1,2.0,9592.03,1128 Golden Leaf Center,3124,2,Australia,9,10234.0
1018,1025,Ario,Jeromson,1,69,1997-07-30,131,4,1000,N,Ù¡Ù¢Ù£,1,5.0,8141.290000000001,4885 Stone Corner Alley,3046,2,Australia,8,8353.0
1019,1026,Vernon,Hakking,1,66,1994-07-29,195,2,40000,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },0,4.0,5413.76,66 Hudson Crossing,2153,0,Australia,10,9450.0
1020,1027,Rolando,Sherewood,1,33,1966-10-07,169,2,40000,N,âââ,0,18.0,6580.15,5287 Wayridge Alley,2069,0,Australia,12,19607.0
1021,1028,Thorn,Torfin,1,10,1999-08-11,129,9,20000,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,0,1.0,12001.41,15393 Cody Lane,2046,0,Australia,9,7611.0
1022,1029,Forbes,Londors,1,71,1997-02-15,186,9,1000,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,0,4.0,6223.08,1 Mcbride Center,2484,0,Australia,6,8518.0
1023,1030,Nariko,Dummigan,0,9,1962-05-05,74,3,1000,N,â«testâ«,0,5.0,10951.8,4870 Shelley Alley,3225,2,Australia,7,21223.0
1024,1031,Roi,Ogden,1,75,1983-09-15,96,5,1000,N,Ù¡Ù¢Ù£,0,6.0,2352.9300000000003,65634 Del Mar Crossing,4053,1,Australia,7,13420.0
1025,1032,Maribelle,Werndly,0,36,1978-07-18,71,9,1000,N,,1,18.0,6902.839999999999,8572 Melvin Drive,3145,2,Australia,11,15305.0
1026,1033,Jacob,Claringbold,1,70,1995-01-06,195,9,40000,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,1,3.0,12744.87,5549 Bay Point,4068,1,Australia,9,9289.0
1027,1034,Denney,Cretney,1,16,1976-05-12,195,9,20000,N,ç°ä¸­ããã«ããã¦ä¸ãã,1,3.0,1819.46,9 Forest Circle,2324,0,Australia,3,16102.0
1028,1035,Kara-lynn,Doddridge,0,77,1976-11-02,114,7,40000,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,1,5.0,1327.0600000000002,6 Kedzie Hill,2214,0,Australia,9,15928.0
1029,1036,Randene,Ingle,0,6,1969-11-28,115,2,1000,N,ð¾ ð ð ð ð ð ð ð,1,12.0,7125.260000000001,60601 Hoffman Court,2041,0,Australia,12,18459.0
1030,1037,Sissie,Rielly,0,95,1956-08-08,90,2,1000,N,100,0,10.0,6925.18,1715 Scoville Drive,2031,0,Australia,11,23319.0
1031,1038,Fraser,Acome,2,57,,65,5,1000,N,,1,,6144.110000000001,85 Laurel Trail,3809,2,Australia,6,15625.47963668327
1032,1039,Nona,Diamant,0,24,1975-03-14,195,9,20000,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,1,15.0,9522.77,3082 Almo Center,2454,0,Australia,4,16527.0
1033,1040,Jacenta,Wedlock,0,78,1975-03-04,74,3,20000,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,0,9.0,4072.6499999999996,27135 Melvin Plaza,4556,1,Australia,8,16537.0
1034,1041,Free,Bonniface,1,95,1959-05-25,195,6,40000,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,0,15.0,4271.03,40 Kinsman Pass,2065,0,Australia,10,22299.0
1035,1042,Isacco,Woodwind,1,0,1976-01-14,106,5,20000,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,1,11.0,4585.77,094 Green Road,2216,0,Australia,11,16221.0
1036,1043,Giorgi,Hurford,1,34,1986-10-20,145,2,1000,N,ã»(ï¿£âï¿£)ã»:*:,1,16.0,14313.43,91 Spohn Plaza,4573,1,Australia,7,12289.0
1037,1044,Frederico,Whilder,2,4,,74,3,20000,N,,0,,4616.29,5 Jana Drive,4570,1,Australia,1,15625.47963668327
1038,1045,Aeriel,Everest,0,88,1986-05-08,195,2,1000,N,1,1,19.0,4405.599999999999,201 Pepper Wood Avenue,2154,0,Australia,11,12454.0
1039,1046,Shir,Clevely,0,0,1955-07-23,35,9,40000,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,0,11.0,3846.1,4408 Haas Way,2171,0,Australia,9,23701.0
1040,1047,Standford,Tanswill,1,39,1978-09-03,182,2,40000,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,0,11.0,6874.870000000001,6 Pawling Trail,2871,0,Australia,7,15258.0
1041,1048,Braden,Lamming,1,99,1976-06-08,95,9,40000,N,nil,0,15.0,6677.74,31111 Hoepker Road,3034,2,Australia,9,16075.0
1042,1049,Fraser,Gaenor,1,35,1996-03-02,154,6,1000,N,"''''""",0,2.0,11130.050000000001,79 Lighthouse Bay Lane,3082,2,Australia,8,8868.0
1043,1050,Marjie,Ghion,0,7,1973-07-29,154,8,1000,N,â¡,1,15.0,4722.12,2354 Forster Road,2131,0,Australia,11,17120.0
1044,1051,Xylia,Lange,0,34,1977-09-29,88,6,20000,N,1,1,14.0,4878.81,5271 Vernon Court,3207,2,Australia,10,15597.0
1045,1052,Dela,Flannigan,0,31,1986-02-02,96,2,20000,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,0,3.0,8478.41,06 Declaration Hill,3184,2,Australia,11,12549.0
1046,1053,Davon,Stanyland,1,98,1962-05-20,195,5,1000,N,NIL,1,8.0,3482.79,07716 5th Alley,2250,0,Australia,5,21208.0
1047,1054,Natal,Matiewe,1,27,1983-08-09,106,5,1000,N,,1,13.0,8433.75,10 Pennsylvania Hill,2118,0,Australia,11,13457.0
1048,1055,Danell,Rose,0,30,1988-06-08,50,5,1000,N,ï¼ï¼ï¼,0,12.0,924.06,2330 Huxley Crossing,2570,0,Australia,10,11692.0
1049,1056,Kendricks,Markel,1,96,1966-12-18,162,5,40000,N,1/0,0,6.0,7920.27,5811 Hanson Lane,2260,0,Australia,7,19535.0
1050,1057,Laryssa,Durdle,0,73,1969-04-06,134,3,1000,N,ã,0,5.0,5663.77,7 Main Crossing,2065,0,Australia,12,18695.0
1051,1058,Gretel,Gionettitti,0,37,1987-10-24,138,7,40000,N,',1,4.0,2308.7200000000003,682 Spenser Plaza,3977,2,Australia,6,11920.0
1052,1059,Chantal,Plante,0,68,1968-02-16,4,1,20000,N,",./;'[]\-=",1,6.0,2449.81,1149 Riverside Parkway,2016,0,Australia,11,19110.0
1053,1060,Vanda,Boadby,0,88,1961-11-23,25,0,40000,N,1,1,13.0,9606.77,1176 Pine View Lane,2112,0,Australia,11,21386.0
1054,1061,Anderson,,1,34,1988-11-07,163,2,1000,N,testâ testâ«,0,19.0,4056.7599999999998,22 Sachtjen Avenue,2137,0,Australia,12,11540.0
1055,1062,Tish,Mowett,0,32,1975-09-28,96,9,1000,N,-100,0,14.0,7619.47,6 Pankratz Crossing,2228,0,Australia,11,16329.0
1056,1063,Terrence,Geck,1,22,1987-03-01,14,2,40000,N,-1,1,13.0,5833.22,6988 Acker Crossing,2217,0,Australia,10,12157.0
1057,1064,Thornie,Andrusov,1,3,1977-06-13,98,1,40000,N,â£,1,8.0,5404.67,9993 Mccormick Street,2223,0,Australia,8,15705.0
1058,1065,Chilton,Ghirigori,1,8,1962-06-27,131,2,1000,N,-100,1,8.0,4709.66,7 Holmberg Circle,2018,0,Australia,9,21170.0
1059,1066,Hailey,Ricciardi,1,45,1995-10-06,132,8,20000,N,ï¼ï¼ï¼,0,12.0,2637.5299999999997,7 Village Green Circle,3109,2,Australia,10,9016.0
1060,1067,Berri,Cotillard,0,13,1965-05-17,68,2,1000,N,ðµ ð ð ð,1,13.0,1854.93,4044 Tennessee Parkway,2315,0,Australia,9,20115.0
1061,1068,Frazer,Searston,1,5,1995-03-21,195,3,1000,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,1,3.0,14254.549999999997,4297 Emmet Lane,2170,0,Australia,8,9215.0
